station,area_park,len_cycle_path,len_major_road,len_minor_road,num_metro_stations,num_other_commercial,num_restuarants,num_university,num_pop,num_bus_stations,num_bus_routes,walkscore,capacity
6102 - Lincoln / du Fort,0.0,0.07622418162467258,0.07436842761118435,0.17423206625376883,0.0,0.07792207792207792,0.05405405405405406,0.0,0.4341371631458829,0.10714285714285714,0.15384615384615385,0.9565217391304348,0.0425531914893617
6103 - du Havre / Hochelaga,0.040203317472117535,0.14859587495722446,0.11074486317588231,0.387235416972676,0.0,0.07792207792207792,0.0,0.0,0.29944704389877785,0.25,0.34615384615384615,0.8369565217391305,0.2127659574468085
6104 - Wolfe / René-Lévesque,0.0,0.18791366823290576,0.28835841949654484,0.4134419473536203,0.0,0.1038961038961039,0.21621621621621623,0.0,0.3055397886904667,0.14285714285714285,0.34615384615384615,0.8913043478260869,0.2127659574468085
6105 - Plessis / René-Lévesque,0.0,0.17381867704485418,0.29429472697614545,0.2741413730553929,0.0,0.012987012987012988,0.05405405405405406,0.0,0.1151827882571646,0.07142857142857142,0.3076923076923077,0.8369565217391305,0.0851063829787234
6106 - Papineau / René-Lévesque,0.0,0.3970347404260163,0.9143759561688857,0.29257555725565426,0.0,0.05194805194805195,0.05405405405405406,0.0,0.10049170174333084,0.07142857142857142,0.3076923076923077,0.7934782608695652,0.14893617021276595
6107 - St-Mathieu / Ste-Catherine,0.0,0.0743808948304131,0.0,0.21223752058414705,0.25,0.2077922077922078,0.6486486486486487,0.0,0.24522479278286566,0.25,0.34615384615384615,0.9782608695652174,0.2127659574468085
6108 - Logan / Fullum,0.05015853462925303,0.2388505548620229,0.0,0.5335099981231117,0.0,0.03896103896103896,0.05405405405405406,0.0,0.234537541015063,0.14285714285714285,0.15384615384615385,0.7608695652173914,0.0851063829787234
6109 - Quai de la navette fluviale,0.504047304336058,0.0,0.0,0.40595276705893657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.0851063829787234
6110 - Poupart / Ste-Catherine,0.052733919173606696,0.29425716244192546,0.40254946837468497,0.5368553716303931,0.0,0.07792207792207792,0.10810810810810811,0.0,0.2443753425871733,0.25,0.3076923076923077,0.6847826086956522,0.0851063829787234
6111 - Parthenais / Ste-Catherine,0.0,0.12627325143905244,0.10303251229079423,0.3917172185266284,0.0,0.09090909090909091,0.05405405405405406,0.0,0.2449167940038161,0.21428571428571427,0.19230769230769232,0.8478260869565217,0.2127659574468085
6112 - Montcalm / de Maisonneuve,0.0,0.15031499792548125,0.0,0.44335219587288455,0.25,0.3246753246753247,0.4864864864864865,0.0,0.23249149673745534,0.17857142857142858,0.11538461538461539,0.9347826086956522,0.0851063829787234
6113 - Alexandre-DeSève / Ste-Catherine,0.0,0.035134317110954244,0.0,0.4000828320477955,0.0,0.14285714285714285,0.35135135135135137,0.0,0.12095560510651175,0.03571428571428571,0.07692307692307693,0.8913043478260869,0.0851063829787234
6114 - Métro Papineau (Cartier / Ste-Catherine),0.0012940641946933525,0.7105742427452593,0.29382876710088696,0.5781470992765075,0.25,0.24675324675324675,0.35135135135135137,0.0,0.31283609729185646,0.4642857142857143,0.38461538461538464,0.8695652173913043,0.14893617021276595
6115 - Benny / de Monkland,0.219369819381978,0.10828860250145438,0.303360110043504,0.4544506568348684,0.0,0.012987012987012988,0.0,0.0,0.3561336684395468,0.2857142857142857,0.15384615384615385,0.5760869565217391,0.1702127659574468
6116 - Plessis / Ontario,0.005208124488055533,0.0,0.0,0.3542534311482704,0.0,0.19480519480519481,0.1891891891891892,0.0,0.1523428000023211,0.03571428571428571,0.07692307692307693,0.8260869565217391,0.0425531914893617
6117 - de Maisonneuve / Aylmer (est),0.0,0.0858999731753701,0.0,0.16364714921957232,0.0,0.09090909090909091,0.13513513513513514,0.0,0.05925713895958402,0.03571428571428571,0.07692307692307693,1.0,0.02127659574468085
6118 - de Champlain / Ontario,0.021652854860056737,0.0,0.13684136469840916,0.361459767118974,0.0,0.12987012987012986,0.1891891891891892,0.0,0.24165273236310325,0.25,0.19230769230769232,0.8369565217391305,0.0851063829787234
6119 - Ontario / de Lorimier,0.07197544403017145,0.0,0.22205539398357715,0.5655540102579273,0.0,0.11688311688311688,0.08108108108108109,0.0,0.26770320795865105,0.2857142857142857,0.15384615384615385,0.8369565217391305,0.2978723404255319
6120 - Métro Frontenac (Ontario / du Havre),0.04408055520293049,0.19062047429171877,0.10605975467653575,0.2521457343961109,0.25,0.11688311688311688,0.24324324324324326,0.0,0.17010280961699561,0.2857142857142857,0.5769230769230769,0.8478260869565217,0.1276595744680851
6121 - du Havre / de Rouen,0.11140009354840041,0.23845084150493512,0.17127029194950025,0.36744410747205597,0.0,0.05194805194805195,0.02702702702702703,0.0,0.198320415002436,0.10714285714285714,0.3076923076923077,0.8260869565217391,0.1702127659574468
6122 - Logan / d'Iberville,0.010917170457154688,0.1809660600983598,0.24199054680158025,0.5921951170742789,0.0,0.06493506493506493,0.0,0.0,0.39009337446862075,0.21428571428571427,0.4230769230769231,0.8043478260869565,0.0425531914893617
